"Sl no.","District Name","Market Name",Commodity,Variety,Grade,"Min Price (Rs./Quintal)","Max Price (Rs./Quintal)","Modal Price (Rs./Quintal)","Price Date"
1379,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,2020/04/27
1380,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,2020/04/26
1381,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,2020/04/24
1382,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,2020/04/23
1383,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,2020/04/22
1384,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,2020/04/21
1385,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,2020/04/20
1386,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,2020/04/19
1387,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,2020/04/17
1388,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,2020/04/16
1389,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,2020/04/15
1390,Agra,Jarar,Potato,Desi,FAQ,1300,1400,1350,2020/04/14
1391,Agra,Jarar,Potato,Desi,FAQ,900,1000,950,2020/04/13
1392,Agra,Jarar,Potato,Desi,FAQ,820,920,870,2020/04/12
1393,Agra,Jarar,Potato,Desi,FAQ,900,1000,950,2020/04/10
1394,Agra,Jarar,Potato,Desi,FAQ,900,1000,950,2020/04/09
1395,Agra,Jarar,Potato,Desi,FAQ,800,900,850,2020/04/08
1396,Agra,Jarar,Potato,Desi,FAQ,810,910,860,2020/04/07
1397,Agra,Jarar,Potato,Desi,FAQ,810,910,860,2020/04/06
1398,Agra,Jarar,Potato,Desi,FAQ,800,900,850,2020/04/05
1399,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020/04/03
1400,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020/04/02
1401,Agra,Jarar,Potato,Desi,FAQ,1150,1200,1180,2020/04/01
1402,Agra,Jarar,Potato,Desi,FAQ,1100,1200,1150,2020/03/31
1403,Agra,Jarar,Potato,Desi,FAQ,850,950,900,2020/03/30
1404,Agra,Jarar,Potato,Desi,FAQ,850,950,900,2020/03/29
1405,Agra,Jarar,Potato,Desi,FAQ,800,900,850,2020/03/20
1406,Agra,Jarar,Potato,Desi,FAQ,800,900,850,2020/03/19
1407,Agra,Jarar,Potato,Desi,FAQ,800,880,840,2020/03/18
1408,Agra,Jarar,Potato,Desi,FAQ,800,900,850,2020/03/17
1409,Agra,Jarar,Potato,Desi,FAQ,850,950,900,2020/03/16
1410,Agra,Jarar,Potato,Desi,FAQ,850,950,900,2020/03/15
1411,Agra,Jarar,Potato,Desi,FAQ,900,1000,950,2020/03/13
1412,Agra,Jarar,Potato,Desi,FAQ,900,1000,950,2020/03/12
1413,Agra,Jarar,Potato,Desi,FAQ,900,1000,950,2020/03/11
1414,Agra,Jarar,Potato,Desi,FAQ,900,1000,950,2020/03/10
1415,Agra,Jarar,Potato,Desi,FAQ,900,1000,950,2020/03/09
1416,Agra,Jarar,Potato,Desi,FAQ,900,1000,950,2020/03/08
1417,Agra,Jarar,Potato,Desi,FAQ,900,1000,950,2020/03/06
1418,Agra,Jarar,Potato,Desi,FAQ,900,1000,950,2020/03/05
1419,Agra,Jarar,Potato,Desi,FAQ,900,1000,950,2020/03/04
1420,Agra,Jarar,Potato,Desi,FAQ,900,1000,950,2020/03/03
1421,Agra,Jarar,Potato,Desi,FAQ,900,1000,950,2020/03/02
1422,Agra,Jarar,Potato,Desi,FAQ,800,900,850,2020/03/01
1423,Agra,Jarar,Potato,Desi,FAQ,700,780,740,2020/02/28
1424,Agra,Jarar,Potato,Desi,FAQ,700,800,750,2020/02/27
1425,Agra,Jarar,Potato,Desi,FAQ,700,780,740,2020/02/26
1426,Agra,Jarar,Potato,Desi,FAQ,700,800,750,2020/02/25
1427,Agra,Jarar,Potato,Desi,FAQ,700,800,750,2020/02/24
1428,Agra,Jarar,Potato,Desi,FAQ,700,800,750,2020/02/23
1429,Agra,Jarar,Potato,Desi,FAQ,700,800,750,2020/02/21
1430,Agra,Jarar,Potato,Desi,FAQ,700,800,750,2020/02/20
1431,Agra,Jarar,Potato,Desi,FAQ,650,730,690,2020/02/19
1432,Agra,Jarar,Potato,Desi,FAQ,650,730,700,2020/02/18
1433,Agra,Jarar,Potato,Desi,FAQ,640,720,680,2020/02/17
1434,Agra,Jarar,Potato,Desi,FAQ,640,740,690,2020/02/16
1435,Agra,Jarar,Potato,Desi,FAQ,680,760,720,2020/02/14
1436,Agra,Jarar,Potato,Desi,FAQ,670,770,720,2020/02/13
1437,Agra,Jarar,Potato,Desi,FAQ,710,800,750,2020/02/12
1438,Agra,Jarar,Potato,Desi,FAQ,710,810,760,2020/02/11
1439,Agra,Jarar,Potato,Desi,FAQ,700,800,750,2020/02/10
1440,Agra,Jarar,Potato,Desi,FAQ,680,780,730,2020/02/09
1441,Agra,Jarar,Potato,Desi,FAQ,670,770,720,2020/02/07
1442,Agra,Jarar,Potato,Desi,FAQ,680,770,720,2020/02/06
1443,Agra,Jarar,Potato,Desi,FAQ,720,820,770,2020/02/05
1444,Agra,Jarar,Potato,Desi,FAQ,720,820,770,2020/02/04
1445,Agra,Jarar,Potato,Desi,FAQ,600,700,650,2020/02/03
1446,Agra,Jarar,Potato,Desi,FAQ,600,700,650,2020/02/02
1447,Agra,Jarar,Potato,Desi,FAQ,760,840,800,2020/01/31
1448,Agra,Jarar,Potato,Desi,FAQ,760,840,800,2020/01/30
1449,Agra,Jarar,Potato,Desi,FAQ,760,860,810,2020/01/29
1450,Agra,Jarar,Potato,Desi,FAQ,760,840,800,2020/01/28
1451,Agra,Jarar,Potato,Desi,FAQ,760,860,810,2020/01/27
1452,Agra,Jarar,Potato,Desi,FAQ,760,860,810,2020/01/26
1453,Agra,Jarar,Potato,Desi,FAQ,850,950,900,2020/01/24
1454,Agra,Jarar,Potato,Desi,FAQ,1000,1200,1100,2020/01/23
1455,Agra,Jarar,Potato,Desi,FAQ,1200,1280,1240,2020/01/22
1456,Agra,Jarar,Potato,Desi,FAQ,1200,1300,1250,2020/01/21
1457,Agra,Jarar,Potato,Desi,FAQ,1200,1300,1250,2020/01/20
1458,Agra,Jarar,Potato,Desi,FAQ,1000,1100,1050,2020/01/19
1459,Agra,Jarar,Potato,Desi,FAQ,1200,1280,1240,2020/01/17
1460,Agra,Jarar,Potato,Desi,FAQ,1200,1280,1240,2020/01/16
1461,Agra,Jarar,Potato,Desi,FAQ,1200,1280,1240,2020/01/15
1462,Agra,Jarar,Potato,Desi,FAQ,1200,1280,1240,2020/01/14
1463,Agra,Jarar,Potato,Desi,FAQ,1200,1280,1240,2020/01/13
1464,Agra,Jarar,Potato,Desi,FAQ,1200,1300,1250,2020/01/12
1465,Agra,Jarar,Potato,Desi,FAQ,1200,1300,1250,2020/01/10
1466,Agra,Jarar,Potato,Desi,FAQ,1180,1250,1200,2020/01/09
1467,Agra,Jarar,Potato,Desi,FAQ,1200,1280,1240,2020/01/07
1468,Agra,Jarar,Potato,Desi,FAQ,1180,1250,1200,2020/01/06
1469,Agra,Jarar,Potato,Desi,FAQ,1200,1300,1250,2020/01/05
1470,Agra,Jarar,Potato,Desi,FAQ,1200,1280,1240,2020/01/03
1471,Agra,Jarar,Potato,Desi,FAQ,1200,1300,1250,2020/01/02
1472,Agra,Jarar,Potato,Desi,FAQ,1200,1300,1250,2020/01/01
1473,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020/12/31
1474,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020/12/30
1475,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,2020/12/29
1476,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,2020/12/28
1477,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,2020/12/27
1478,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,2020/12/26
1479,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,2020/12/25
1480,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,2020/12/24
1481,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,2020/12/23
1482,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020/12/22
1483,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020/12/21
1484,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,2020/12/20
1485,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,2020/12/19
1486,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,2020/12/18
1487,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,2020/12/17
1488,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,2020/12/16
1489,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,2020/12/14
1490,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,2020/12/13
1491,Agra,Khairagarh,Potato,Desi,FAQ,1500,1600,1550,2020/12/12
1492,Agra,Khairagarh,Potato,Desi,FAQ,1600,1800,1700,2020/12/11
1493,Agra,Khairagarh,Potato,Desi,FAQ,1900,2000,1950,2020/12/10
1494,Agra,Khairagarh,Potato,Desi,FAQ,1900,2000,1950,2020/12/09
1495,Agra,Khairagarh,Potato,Desi,FAQ,1900,2000,1950,2020/12/08
1496,Agra,Khairagarh,Potato,Desi,FAQ,1900,2000,1950,2020/12/07
1497,Agra,Khairagarh,Potato,Desi,FAQ,1900,2000,1950,2020/12/06
1498,Agra,Khairagarh,Potato,Desi,FAQ,1900,2000,1950,2020/12/05
1499,Agra,Khairagarh,Potato,Desi,FAQ,1900,2000,1950,2020/12/04
1500,Agra,Khairagarh,Potato,Desi,FAQ,2700,2900,2800,2020/12/03
1501,Agra,Khairagarh,Potato,Desi,FAQ,2800,2900,2850,2020/12/02
1502,Agra,Khairagarh,Potato,Desi,FAQ,2900,3000,2950,2020/12/01
1503,Agra,Khairagarh,Potato,Desi,FAQ,2800,3000,2900,2020/11/30
1504,Agra,Khairagarh,Potato,Desi,FAQ,2800,3000,2900,2020/11/29
1505,Agra,Khairagarh,Potato,Desi,FAQ,2800,3000,2900,2020/11/24
1506,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020/07/07
1507,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/07/06
1508,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020/07/04
1509,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/06/30
1510,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/06/29
1511,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020/06/28
1512,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/06/27
1513,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/06/26
1514,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/06/25
1515,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/06/24
1516,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/06/23
1517,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/06/19
1518,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/06/18
1519,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020/06/17
1520,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020/06/16
1521,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/06/15
1522,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/06/14
1523,Agra,Khairagarh,Potato,Desi,FAQ,1200,1300,1250,2020/06/13
1524,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/06/12
1525,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020/06/11
1526,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020/06/10
1527,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020/06/09
1528,Agra,Khairagarh,Potato,Desi,FAQ,1200,1300,1250,2020/06/08
1529,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020/06/07
1530,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020/06/05
1531,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020/06/04
1532,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020/06/03
1533,Agra,Khairagarh,Potato,Desi,FAQ,1200,1300,1250,2020/06/02
1534,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020/06/01
1535,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020/05/31
1536,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020/05/30
1537,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020/05/29
1538,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020/05/27
1539,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/05/26
1540,Agra,Khairagarh,Potato,Desi,FAQ,1200,1300,1250,2020/05/25
1541,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020/05/24
1542,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020/05/22
1543,Agra,Khairagarh,Potato,Desi,FAQ,1200,1300,1250,2020/05/21
1544,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020/05/20
1545,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020/05/19
1546,Agra,Khairagarh,Potato,Desi,FAQ,1200,1300,1250,2020/05/18
1547,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,2020/05/17
1548,Agra,Khairagarh,Potato,Desi,FAQ,1300,1400,1350,2020/05/13
1549,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,2020/05/12
1550,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,2020/05/11
1551,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,2020/05/10
1552,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,2020/05/09
1553,Agra,Khairagarh,Potato,Desi,FAQ,1300,1400,1350,2020/05/08
1554,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,2020/05/07
1555,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,2020/05/06
1556,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,2020/05/05
1557,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,2020/05/04
1558,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,2020/05/03
1559,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,2020/05/02
1560,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,2020/05/01
1561,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,2020/04/30
1562,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,2020/04/29
1563,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,2020/04/28
1564,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,2020/04/27
1565,Agra,Khairagarh,Potato,Desi,FAQ,1450,1550,1500,2020/04/25
1566,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,2020/04/22
1567,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,2020/04/21
1568,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,2020/04/20
1569,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,2020/04/19
1570,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,2020/04/18
1571,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,2020/04/14
1572,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/04/13
1573,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/04/12
1574,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/04/11
1575,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/04/10
1576,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/04/09
1577,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/04/08
1578,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/04/07
1579,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/04/06
1580,Agra,Khairagarh,Potato,Desi,FAQ,850,950,900,2020/04/05
1581,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/04/04
1582,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/04/03
1583,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/04/02
1584,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/04/01
1585,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/03/31
1586,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/03/29
1587,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/03/27
1588,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/03/26
1589,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/03/25
1590,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020/03/24
1591,Agra,Khairagarh,Potato,Desi,FAQ,850,950,900,2020/03/21
1592,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020/03/20
1593,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020/03/19
1594,Agra,Khairagarh,Potato,Desi,FAQ,800,900,850,2020/03/18
1595,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/03/17
1596,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020/03/16
1597,Agra,Khairagarh,Potato,Desi,FAQ,850,950,900,2020/03/15
1598,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020/03/13
1599,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020/03/12
1600,Agra,Khairagarh,Potato,Desi,FAQ,800,900,850,2020/03/08
1601,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020/03/07
1602,Agra,Khairagarh,Potato,Desi,FAQ,800,900,850,2020/03/06
1603,Agra,Khairagarh,Potato,Desi,FAQ,800,900,850,2020/03/05
1604,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/03/04
1605,Agra,Khairagarh,Potato,Desi,FAQ,850,950,900,2020/03/03
1606,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020/03/02
1607,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020/03/01
1608,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020/02/29
1609,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/02/28
1610,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020/02/27
1611,Agra,Khairagarh,Potato,Desi,FAQ,800,900,850,2020/02/26
1612,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020/02/25
1613,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020/02/24
1614,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020/02/23
1615,Agra,Khairagarh,Potato,Desi,FAQ,800,900,850,2020/02/22
1616,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020/02/21
1617,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/02/20
1618,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020/02/19
1619,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020/02/18
1620,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020/02/16
1621,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020/02/14
1622,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020/02/13
1623,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020/02/12
1624,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020/02/11
1625,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020/02/10
1626,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020/02/09
1627,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020/02/08
1628,Agra,Khairagarh,Potato,Desi,FAQ,850,950,900,2020/02/07
1629,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020/02/05
1630,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020/02/04
1631,Agra,Khairagarh,Potato,Desi,FAQ,850,950,900,2020/02/03
1632,Agra,Khairagarh,Potato,Desi,FAQ,850,950,900,2020/01/31
1633,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020/01/30
1634,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020/01/29
1635,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020/01/28
1636,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2020/01/27
1637,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/01/25
1638,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/01/24
1639,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/01/23
1640,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/01/22
1641,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/01/21
1642,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/01/20
1643,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/01/18
1644,Agra,Khairagarh,Potato,Desi,FAQ,950,1050,1000,2020/01/17
1645,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/01/16
1646,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/01/15
1647,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/01/13
1648,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/01/12
1649,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/01/11
1650,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/01/10
1651,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/01/09
1652,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/01/08
1653,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2020/01/07
1654,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020/01/06
1655,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020/01/05
1656,Agra,Khairagarh,Potato,Desi,FAQ,1000,1200,1100,2020/01/04
1657,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,2020/01/03
1658,Agra,Khairagarh,Potato,Desi,FAQ,1200,1300,1250,2020/01/02
1659,Agra,Khairagarh,Potato,Desi,FAQ,1200,1300,1250,2020/01/01
1660,Agra,Samsabad,Potato,Local,FAQ,2700,2800,2750,2020/10/31
1661,Agra,Samsabad,Potato,Local,FAQ,1950,2050,2000,2020/08/28
1662,Agra,Samsabad,Potato,Local,FAQ,1400,1600,1500,2020/07/07
1663,Agra,Samsabad,Potato,Local,FAQ,1300,1500,1400,2020/07/06
1664,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020/07/05
1665,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020/07/04
1666,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020/07/03
1667,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020/07/01
1668,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020/06/30
1669,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020/06/29
1670,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020/06/28
1671,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020/06/27
1672,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020/06/26
1673,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020/06/25
1674,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020/06/24
1675,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020/06/23
1676,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020/06/20
1677,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020/06/18
1678,Agra,Samsabad,Potato,Local,FAQ,1100,1400,1200,2020/06/17
1679,Agra,Samsabad,Potato,Local,FAQ,1000,1400,1200,2020/06/16
1680,Agra,Samsabad,Potato,Local,FAQ,1100,1400,1200,2020/06/15
1681,Agra,Samsabad,Potato,Local,FAQ,1100,1400,1200,2020/06/14
1682,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020/06/13
1683,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020/06/11
1684,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020/06/10
1685,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020/06/09
1686,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020/06/08
1687,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020/06/07
1688,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1200,2020/06/06
1689,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1200,2020/06/03
1690,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020/06/02
1691,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020/06/01
1692,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1200,2020/05/31
1693,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1200,2020/05/30
1694,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1200,2020/05/29
1695,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1200,2020/05/28
1696,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020/05/27
1697,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020/05/26
1698,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020/05/24
1699,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020/05/23
1700,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020/05/22
1701,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020/05/21
1702,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020/05/20
1703,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1200,2020/05/19
1704,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020/05/18
1705,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1200,2020/05/17
1706,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020/05/16
1707,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020/05/15
1708,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2020/05/14
1709,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020/05/13
1710,Agra,Samsabad,Potato,Local,FAQ,1000,1400,1200,2020/05/12
1711,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2020/05/11
1712,Agra,Samsabad,Potato,Local,FAQ,1850,1950,1925,2020/05/10
1713,Agra,Samsabad,Potato,Local,FAQ,1200,1500,1400,2020/05/09
1714,Agra,Samsabad,Potato,Local,FAQ,1300,1500,1400,2020/05/08
